Zip Code,Total Population Age 16+,Ages 16-19,Ages 20-24,Ages 25-29,Ages 30-34,Ages 35-44,Ages 45-54,Ages 55-59,Ages 60-64,Ages 65-74,Ages 75+,Total Population,Make,Fully Vaccinated,Partially Vaccinated,1_plus_dose,booster_recip_count,%_Employed,above_average,over_75_population
93706,28692,2543,3035,3301,2655,4605,4246,1825,1723,2915,1844,40586,WESTERN STAR,0.53599,0.058804,0.594794,5078.0,0.7069432809343124,0,0.04543438624156113
93710,27127,3172,4583,3545,2574,3251,2635,1386,1531,2113,2337,33448,VOLVO,0.534804,0.04826,0.583064,6182.0,0.8110200908873475,0,0.06986964840947142
93711,31986,1527,2264,3018,2342,4331,4571,2386,2295,5217,4035,38007,VOLVO,0.684314,0.056506,0.74082,11642.0,0.8415818138763912,1,0.1061646538795485
93720,37768,2559,2642,4480,3066,5841,6504,3137,2353,3994,3192,47081,VOLVO,0.714807,0.057034,0.771841,13946.0,0.8021919670355345,1,0.06779805016885793
93721,6821,344,845,1139,893,1202,923,317,249,485,424,7650,VOLVO,0.473248,0.079989,0.553237,1044.0,0.8916339869281046,0,0.05542483660130719
93722,62332,5402,5959,7304,6966,11803,9578,4349,3617,4404,2950,84621,VOLVO,0.642353,0.053597,0.69595,15853.0,0.736602025501944,0,0.03486132283948429
93723,10323,766,779,951,939,2266,1575,830,620,1038,559,13936,VOLVO,0.599938,0.042631,0.642569,2660.0,0.7407433983926521,0,0.04011194029850746
93725,19089,1785,2366,2295,2196,2791,2674,1380,1223,1114,1265,27214,VOLVO,0.595432,0.055357,0.650789,3874.0,0.7014404350701845,0,0.04648342764753436
93726,31283,2267,4364,3711,3719,4736,4038,2109,2040,2606,1693,42824,VOLVO,0.557094,0.051834,0.608928,6336.0,0.7305015878946385,0,0.03953390622081076
93727,60737,4930,5919,6685,6470,11467,8695,3914,3740,5265,3652,84449,WORKHORSE,0.613657,0.050307,0.663964,14772.0,0.7192151476038793,0,0.04324503546519201
93728,12619,681,1407,2201,1380,1996,1707,1190,702,882,473,16574,VOLVO,0.572675,0.056637,0.629312,2972.0,0.7613732351876433,0,0.028538675033184507
93730,9666,490,407,501,562,2004,1758,884,939,1187,934,12770,VOLKSWAGEN,0.773393,0.061388,0.834781,4530.0,0.756930305403289,1,0.07314017227877839
93901,21491,1326,1705,2643,1895,3571,3445,1523,1696,1988,1699,28194,VOLVO,0.791049,0.061223,0.852272,7144.0,0.7622543803646166,1,0.06026104845002483
93905,41083,3984,4590,4676,4943,8929,5958,2465,1815,2544,1179,60531,VOLVO,0.821928,0.071732,0.89366,9825.0,0.6787100824370983,1,0.019477623036130248
93906,47976,4184,4932,4596,5174,9129,7612,3299,2967,3654,2429,64348,WORKHORSE,0.709912,0.059421,0.769333,13042.0,0.74557095791633,1,0.03774787095170013
93907,19057,1504,1471,1249,1415,2760,3123,1870,1700,2643,1322,23299,WORKHORSE,0.687075,0.052207,0.739282,5710.0,0.8179321000901326,1,0.0567406326451779
93908,10164,559,654,314,558,1355,1899,1038,955,1869,963,12398,VOLVO,0.811546,0.062479,0.874025,4473.0,0.8198096467172125,1,0.07767381835779964
93920,1239,32,158,104,171,245,113,61,132,157,66,1545,VOLKSWAGEN,0.620383,0.034884,0.655267,371.0,0.8019417475728156,0,0.04271844660194175
93921,2920,52,0,109,163,363,418,248,223,592,752,3316,VOLVO,0.760503,0.081877,0.84238,1629.0,0.8805790108564535,1,0.22677925211097708
93923,10975,530,207,181,219,1151,1388,919,918,2489,2973,12837,VOLVO,0.707857,0.063838,0.771695,5359.0,0.8549505336137727,1,0.23159616732881513
93924,5452,324,173,233,58,685,826,624,588,1358,583,6514,VOLVO,0.773896,0.058749,0.832645,2671.0,0.8369665336198956,1,0.08949953945348481
93925,1478,163,167,148,181,185,312,121,94,68,39,2073,Unk,0.579058,0.052356,0.631414,333.0,0.7129763627592861,0,0.01881331403762663
93926,6566,531,841,513,925,1084,1128,432,413,349,350,9171,VOLKSWAGEN,0.818875,0.077574,0.896449,2089.0,0.7159524588376404,1,0.038163777123541597
93927,12606,995,1349,1769,1405,2434,1552,960,910,886,346,18812,VOLVO,0.738232,0.070789,0.809021,2944.0,0.6701041888156496,1,0.01839251541569211
93928,803,27,328,288,66,94,0,0,0,0,0,854,OTHER/UNK,0.118267,0.02459,0.142857,13.0,0.9402810304449649,0,0.0
93930,12485,1358,1215,1260,1215,2638,1925,814,679,921,460,17067,VOLVO,0.695328,0.071438,0.766766,2423.0,0.7315286810804477,1,0.026952598582058944
93932,529,53,15,45,15,47,140,36,27,82,69,709,Unk,0.369048,0.047619,0.416667,90.0,0.7461212976022567,0,0.09732016925246827
93933,20113,1530,2635,1742,1914,3107,2714,1535,1457,1915,1564,25442,VOLVO,0.749764,0.066638,0.816402,7622.0,0.7905431962895999,1,0.06147315462620863
93940,27864,1566,2652,3075,2472,3866,3538,2256,2157,3342,2940,32236,VOLVO,0.678319,0.078833,0.757152,10569.0,0.8643752326591388,1,0.09120238242958184
93950,12941,535,620,544,1002,1612,2085,1161,1121,2560,1701,15547,VOLVO,0.768333,0.075133,0.843466,6414.0,0.8323792371518621,1,0.10941017559657812
93953,3602,265,199,103,75,334,329,277,369,831,820,4028,VOLVO,0.834249,0.091363,0.925612,2107.0,0.894240317775571,1,0.2035749751737835
93954,365,43,37,25,50,50,48,45,29,19,19,551,OTHER/UNK,0.329167,0.041667,0.370834,45.0,0.662431941923775,0,0.034482758620689655
93955,26993,2415,2395,3311,2787,4411,3942,2201,1728,2102,1701,34566,VOLVO,0.672061,0.062895,0.734956,7227.0,0.7809118787247584,1,0.049210206561360874
93960,21456,1370,1758,1895,2475,4650,4875,1739,988,1004,702,26966,VOLVO,0.509015,0.054607,0.563622,3527.0,0.7956686197433805,0,0.026032782021805236
93962,397,32,90,0,0,12,138,7,24,46,48,414,Unk,1.0,0.094203,1.0,225.0,0.9589371980676329,1,0.11594202898550725
94002,21481,980,1018,1103,2331,4116,3975,1985,1425,2577,1971,27155,VOLVO,0.910844,0.054475,0.965319,13104.0,0.7910513717547413,1,0.07258331798932056
94005,3911,130,114,190,235,782,697,545,402,529,287,4697,VOLVO,0.916361,0.052016,0.968377,2167.0,0.832659144134554,1,0.06110283159463487
94010,33800,2037,1288,2243,2552,6340,6590,2871,2711,3739,3429,42760,VOLVO,0.916388,0.059036,0.975424,20862.0,0.7904583723105706,1,0.08019176800748364
94014,41894,1768,3664,4127,4767,6272,5911,3437,3593,4497,3858,49170,VOLVO,0.790963,0.039557,0.83052,17003.0,0.852023591620907,1,0.07846247712019525
94015,56374,2516,5229,5942,5124,9152,8393,4824,4125,6191,4878,65041,VOLVO,0.810537,0.0376,0.848137,25880.0,0.8667455912424471,1,0.07499884688119801
94019,17327,1243,944,1122,675,2733,2834,1989,1744,2591,1452,20512,VOLVO,0.657421,0.062357,0.719778,6401.0,0.84472503900156,0,0.07078783151326053
94020,1524,30,66,95,157,232,139,221,172,296,116,1697,VOLVO,0.688125,0.045625,0.73375,638.0,0.8980553918680023,1,0.06835592221567471
94021,511,39,40,0,33,15,222,63,47,52,0,511,TOYOTA,0.238748,0.02544,0.264188,57.0,1.0,0,0.0
94022,15451,907,425,662,689,2221,3216,1484,1143,2426,2278,19406,VOLVO,0.988936,0.056596,1.0,11936.0,0.7961970524580027,1,0.11738637534783057
94024,18256,1034,766,797,593,2541,4116,1980,1823,2409,2197,23675,VOLVO,0.939287,0.048429,0.987716,13507.0,0.7711087645195354,1,0.09279831045406547
94025,33390,1675,2290,2504,2923,6007,6349,2692,2766,3229,2955,43392,VOLVO,0.873525,0.065291,0.938816,19519.0,0.7694966814159292,1,0.06810011061946902
94027,5978,565,425,202,149,737,1130,572,536,987,675,7415,VOLVO,0.83674,0.064994,0.901734,3648.0,0.8062036412677006,1,0.09103169251517194
94028,5687,371,206,81,162,703,1274,545,415,798,1132,7125,VOLVO,0.870218,0.064386,0.934604,3956.0,0.7981754385964912,1,0.15887719298245614
94030,18890,1004,967,1583,1264,3063,3370,1821,1499,2039,2280,22625,VOLVO,0.907368,0.042042,0.94941,10716.0,0.8349171270718232,1,0.10077348066298343
94037,2289,69,278,0,0,205,257,250,302,528,400,2504,VOLVO,0.95252,0.045398,0.997918,1368.0,0.9141373801916933,1,0.1597444089456869
94038,2621,236,44,123,19,647,485,204,353,441,69,3450,VOLVO,0.735466,0.073208,0.808674,1199.0,0.7597101449275362,1,0.02
94040,28984,1256,2091,3726,3939,5981,4728,1661,1645,1980,1977,36526,VOLVO,0.9125,0.057903,0.970403,16772.0,0.7935169468323934,1,0.054125828177188855
94041,12338,331,684,2179,2060,2329,1584,777,864,792,738,14572,VOLVO,0.916213,0.059485,0.975698,7018.0,0.846692286576997,1,0.0506450727422454
94043,25634,780,2031,3662,3667,5312,3692,1666,1380,1805,1639,31161,VOLVO,0.887081,0.052125,0.939206,14281.0,0.8226308526683996,1,0.05259779853021405
94044,32471,1779,1975,2875,2580,5003,5784,2975,2846,4283,2371,38984,VOLVO,0.842235,0.038047,0.880282,16262.0,0.8329314590601272,1,0.06081982351734045
94060,790,31,39,49,28,87,262,50,165,76,3,926,VOLVO,1.0,0.170865,1.0,429.0,0.8531317494600432,1,0.0032397408207343412
94061,31736,1787,2490,3255,3258,6003,5656,2318,1889,2751,2329,39023,VOLVO,0.774281,0.057299,0.83158,13565.0,0.8132639725290214,1,0.059682751198011426
94062,23082,936,1233,1498,2229,2958,4408,2344,2144,3190,2142,28423,VOLVO,0.826947,0.053752,0.880699,13296.0,0.8120888013228723,1,0.07536150300812722
94063,27208,1630,2578,3353,3623,5324,4288,1749,1548,1975,1140,34867,VOLVO,0.815486,0.079748,0.895234,9312.0,0.7803367080620645,1,0.03269567212550549
94065,9924,422,432,828,659,1995,2097,1253,555,1180,503,12461,VOLVO,0.906521,0.050093,0.956614,6124.0,0.7964047829227189,1,0.040365941738223256
94066,35933,1713,2475,3515,3834,6319,6304,2939,2423,4037,2374,43101,VOLVO,0.872772,0.04716,0.919932,17135.0,0.8336929537597736,1,0.05507992853994107
94070,24108,1082,1032,1435,1602,4726,4777,2724,1780,2695,2255,31074,VOLVO,0.922199,0.054279,0.976478,16051.0,0.7758254489283646,1,0.07256870695758512
94074,145,0,0,17,0,18,47,27,15,14,7,170,TOYOTA,0.888235,0.117647,1.0,55.0,0.8529411764705882,1,0.041176470588235294
94080,56801,3151,4185,4618,5779,9470,9372,4397,4920,6202,4707,67600,WORKHORSE,0.840466,0.047281,0.887747,26039.0,0.8402514792899408,1,0.0696301775147929
94085,19172,580,1738,3635,3218,3926,2513,1110,880,1123,449,23223,VOLVO,0.904263,0.056002,0.960265,8914.0,0.8255608663824656,1,0.019334280670025406
94086,41128,1241,2389,7541,6825,8258,5584,2357,1721,2630,2582,50477,VOLVO,0.872231,0.053327,0.925558,20025.0,0.8147869326624007,1,0.051152009826257505
94087,44076,2050,2130,3268,4405,9789,8008,3495,2805,3919,4207,56668,VOLVO,0.918464,0.047698,0.966162,27180.0,0.7777934636832075,1,0.07423942966047857
94089,19391,622,1245,2701,2917,3220,2482,1614,1404,1982,1204,22882,VOLVO,0.880687,0.049819,0.930506,9352.0,0.8474346648020278,1,0.05261777816624421
94102,28686,622,1705,3997,4126,5384,3551,1957,2467,2799,2078,31392,VOLVO,0.962776,0.108247,1.0,13725.0,0.9137996941896025,1,0.06619520897043833
94103,28165,290,1962,4612,4738,5084,4865,1601,1335,1994,1684,30703,WORKHORSE,0.955188,0.102293,1.0,14160.0,0.9173370680389539,1,0.054848060450118884
94104,381,22,2,41,7,52,52,26,72,23,84,429,Unk,1.0,0.506266,1.0,455.0,0.8881118881118881,1,0.1958041958041958
94105,9920,38,744,1658,1964,2665,1401,278,433,686,53,10916,VOLVO,1.0,0.142633,1.0,6615.0,0.9087577867350678,1,0.004855258336386955
94107,28260,659,1618,4610,5380,5747,3901,1781,1220,1537,1807,31461,VOLVO,0.874797,0.073149,0.947946,15658.0,0.8982549823591113,1,0.05743619083945202
94108,13092,293,762,1879,1800,1725,1893,785,780,1565,1610,14143,VOLVO,0.765019,0.088764,0.853783,5321.0,0.9256876193169766,1,0.11383723396733367
94109,54262,978,2966,9219,10212,8764,6146,3131,3231,4493,5122,57302,VOLVO,0.760094,0.06163,0.821724,23954.0,0.9469477505148163,1,0.08938605982339186
94110,62452,1401,3001,8629,9369,14484,10251,4026,3638,4454,3199,72380,VOLVO,0.882977,0.055533,0.93851,32993.0,0.8628350373031224,1,0.04419729206963249
94111,3314,3,134,266,465,545,465,175,199,378,684,3611,Unk,1.0,0.105879,1.0,2204.0,0.91775131542509,1,0.1894212129603988
94112,72575,2909,4843,7181,6578,11378,12885,6024,6152,8156,6469,84707,VOLVO,0.916185,0.036495,0.95268,36707.0,0.8567768897493714,1,0.07636913124062947
94114,31166,396,1114,3899,4762,6951,5350,2227,1762,2892,1813,34918,VOLVO,0.826505,0.058666,0.885171,18678.0,0.8925482559138553,1,0.051921644996849765
94115,30743,713,1751,5241,4339,5785,4049,1583,1532,3265,2485,34604,VOLVO,0.844028,0.065348,0.909376,16371.0,0.8884233036643162,1,0.07181250722459831
94116,40657,1476,2322,4138,3343,6150,6944,2981,3281,5528,4494,47346,VOLVO,0.868888,0.032152,0.90104,23557.0,0.8587209056731298,1,0.09491826131035357
94117,40385,2659,2136,7609,7784,7285,5662,1825,1421,2275,1729,44650,VOLVO,0.700333,0.052261,0.752594,18829.0,0.9044792833146696,1,0.03872340425531915
94118,36539,674,2765,5431,4863,6387,4830,2217,2644,3661,3067,42095,VOLVO,0.786614,0.044412,0.831026,19274.0,0.8680128281268559,1,0.07285900938353723
94121,37751,1105,2196,4163,3491,6462,5923,2983,3124,4524,3780,43616,VOLVO,0.842154,0.03931,0.881464,20479.0,0.8655309977989728,1,0.08666544387380777
94122,54117,1383,3123,7405,6659,9453,8645,3712,3526,6150,4061,62128,VOLVO,0.81074,0.037665,0.848405,29026.0,0.8710565284573784,1,0.06536505279423127
94123,23335,233,1393,4935,4687,4144,2859,785,995,1685,1619,25890,VOLVO,0.762134,0.067707,0.829841,11131.0,0.9013132483584395,1,0.06253379683275397
94124,28706,1398,2104,2875,3148,5156,4311,2366,2294,2846,2208,35747,VOLVO,0.98092,0.05311,1.0,13586.0,0.8030324223011721,1,0.06176742104232523
94127,17315,546,1057,1155,1037,2963,3105,1661,1418,2274,2099,21151,VOLVO,0.870032,0.042727,0.912759,11136.0,0.8186374166706066,1,0.09923880667580728
94129,3373,139,486,676,474,637,552,197,66,111,35,4136,VOLVO,0.665897,0.053333,0.71923,1379.0,0.815522243713733,0,0.008462282398452611
94130,2752,406,794,352,249,395,211,111,177,53,4,3008,TOYOTA,0.52959,0.040013,0.569603,544.0,0.9148936170212766,0,0.0013297872340425532
94131,25275,714,1014,2576,2813,5259,4204,1824,2053,2854,1964,29523,VOLVO,0.840818,0.045588,0.886406,15413.0,0.8561121837211666,1,0.06652440470141924
94132,28371,3918,4252,3296,1830,3665,3199,1431,1856,2561,2363,31436,VOLVO,0.677139,0.032823,0.709962,11087.0,0.9025003181066293,1,0.07516859651355134
94133,24386,384,1229,3071,3499,3621,3045,1433,2066,2889,3149,26796,VOLVO,0.819663,0.071888,0.891551,11725.0,0.9100612031646514,1,0.11751753993133303
94134,35624,1715,2681,3173,2714,5773,6237,3398,2918,3881,3134,42418,VOLVO,0.953104,0.039026,0.99213,18808.0,0.8398321467301617,1,0.07388372860578056
94158,7493,246,291,1024,1919,2212,769,264,115,440,213,8455,VOLVO,1.0,0.090748,1.0,4701.0,0.88622117090479,1,0.025192193968066233
94301,13658,658,529,1021,1175,2003,2365,977,1199,1794,1937,16582,VOLVO,0.93461,0.075715,1.0,9435.0,0.8236642142081776,1,0.11681341213363888
94303,36911,3008,3217,3918,3247,6793,7274,2276,1974,2936,2268,48244,VOLVO,0.840161,0.061415,0.901576,16135.0,0.7650899593731864,1,0.047011027278003485
94304,3171,49,249,197,402,757,315,110,120,267,705,3852,VOLVO,1.0,0.079418,1.0,2334.0,0.823208722741433,1,0.18302180685358255
94305,15501,4316,5365,2993,694,640,375,245,174,340,359,16397,VOLVO,0.547112,0.059944,0.607056,4917.0,0.945355857778862,0,0.021894248947978288
94306,21919,1283,1397,1810,1367,3927,3689,2005,1380,2606,2455,27435,VOLVO,0.937293,0.056667,0.99396,14459.0,0.7989429560780026,1,0.08948423546564607
94401,28976,1540,2138,2965,3550,6360,3917,1675,1843,2482,2506,36001,VOLVO,0.849764,0.072007,0.921771,12581.0,0.8048665314852366,1,0.0696091775228466
94402,20486,1131,1096,1342,1729,3745,3895,1450,1604,2107,2387,25703,VOLVO,0.933292,0.056936,0.990228,13172.0,0.7970275843286776,1,0.09286853674668327
94403,36165,1545,2296,3856,3785,6995,6051,2586,2354,3383,3314,44408,VOLVO,0.880978,0.059595,0.940573,19490.0,0.8143802918393083,1,0.0746261934786525
94404,29947,1090,1231,2700,3203,5919,4698,2523,2086,3721,2776,36985,VOLVO,0.890535,0.05671,0.947245,17720.0,0.8097066378261457,1,0.07505745572529404
94501,52265,1897,2990,5101,5401,9823,9123,4085,4041,6142,3662,63821,VOLVO,0.862393,0.043452,0.905845,27889.0,0.8189310728443616,1,0.057379232541013146
94502,11654,405,681,677,866,2108,1823,1077,1462,1511,1044,14701,VOLVO,0.905536,0.036716,0.942252,7820.0,0.7927351880824434,1,0.07101557717162098
94503,15863,1262,1521,1329,975,2782,3052,1380,1090,1374,1098,20276,VOLVO,0.887849,0.060389,0.948238,7098.0,0.7823535214046163,1,0.05415269283882423
94505,13154,1206,672,789,795,2274,2404,1418,1026,1808,762,16382,WORKHORSE,0.639149,0.031547,0.670696,4073.0,0.8029544622146259,0,0.046514467098034425
94506,19361,1696,975,534,469,3078,4983,2117,1584,2314,1611,25240,VOLVO,0.906862,0.045276,0.952138,11718.0,0.7670760697305864,1,0.06382725832012678
94507,12207,854,548,409,261,1282,2170,1642,1416,1987,1638,15105,VOLVO,0.894423,0.046215,0.940638,7450.0,0.8081429990069513,1,0.10844091360476664
94508,3490,583,762,164,229,384,498,220,210,284,156,3935,VOLVO,0.453624,0.048584,0.502208,739.0,0.8869123252858958,0,0.03964421855146125
94509,52970,3828,4856,4760,5293,9068,8707,4329,3977,4924,3228,68166,WORKHORSE,0.713147,0.039588,0.752735,14577.0,0.7770736144118768,1,0.047354986356834786
94510,23403,1307,1083,1448,1171,3742,4100,2432,2468,3565,2087,28350,WORKHORSE,0.77092,0.073847,0.844767,9641.0,0.8255026455026455,1,0.07361552028218694
94511,1839,41,202,161,134,214,202,274,119,252,240,2161,VOLKSWAGEN,0.624167,0.040438,0.664605,538.0,0.8509949097639982,0,0.11105969458583989
94513,49995,4126,3744,2979,3212,7987,9462,4785,3770,5374,4556,64313,WORKHORSE,0.802691,0.036438,0.839129,20240.0,0.7773700496011693,1,0.07084104302396094
94514,1164,130,122,38,47,263,176,54,34,146,154,1475,Unk,0.560801,0.047926,0.608727,222.0,0.7891525423728813,0,0.10440677966101695
94515,6367,305,242,560,503,973,935,431,679,818,921,7491,VOLVO,0.72482,0.078118,0.802938,2327.0,0.8499532772660526,1,0.12294753704445334
94517,11017,632,852,475,515,1519,2099,1471,1070,1325,1059,13687,VOLVO,0.783558,0.026509,0.810067,5423.0,0.8049243807992986,1,0.07737268941331191
94518,23928,1088,1848,2149,1618,4014,3921,2461,2028,2810,1991,28734,WORKHORSE,0.783017,0.032277,0.815294,9953.0,0.8327416997285446,1,0.06929073571378855
94519,16069,615,1000,1652,1663,2640,2508,1594,1322,1821,1254,20041,VOLVO,0.758004,0.032445,0.790449,6190.0,0.8018062970909635,1,0.06257172795768674
94520,30919,1821,2619,3727,3463,6045,4836,2307,1993,2770,1338,38753,VOLVO,0.824377,0.051621,0.875998,8885.0,0.7978479085490155,1,0.03452635924960648
94521,35469,1679,2438,2653,3392,5226,6168,3342,2897,4195,3479,43281,WORKHORSE,0.814713,0.032497,0.84721,16192.0,0.8195050946142649,1,0.08038169173540352
94523,29153,1563,1988,2685,2726,4496,4775,2608,2672,3436,2204,35005,VOLVO,0.869715,0.037072,0.906787,15009.0,0.8328238823025282,1,0.06296243393800885
94525,2901,179,137,175,202,471,444,373,406,358,156,3290,VOLVO,0.763008,0.041561,0.804569,1268.0,0.8817629179331307,1,0.04741641337386018
94526,26471,1849,1527,689,912,3824,5695,2894,2303,3759,3019,33135,VOLVO,0.894968,0.041019,0.935987,15266.0,0.7988833559680096,1,0.09111211709672552
94528,384,0,0,0,0,0,42,0,16,155,171,384,Unk,1.0,0.125,1.0,483.0,1.0,1,0.4453125
94530,21851,708,1179,1725,1995,4023,3525,1817,1712,2823,2344,26145,VOLVO,0.944056,0.037105,0.981161,14231.0,0.8357620960030598,1,0.0896538535092752
94531,34049,2574,3041,3139,2523,5010,6376,3304,2687,3331,2064,43022,VOLVO,0.804988,0.035383,0.840371,12531.0,0.7914322904560458,1,0.047975454418669516
94533,58736,4061,5352,7045,5693,9359,9943,4272,4106,4972,3933,75909,WORKHORSE,0.640735,0.077667,0.718402,14299.0,0.7737685913396304,0,0.05181203809824922
94534,31386,1731,1862,2492,2294,5514,5198,3092,3036,3943,2224,39239,WORKHORSE,0.803541,0.074654,0.878195,12727.0,0.799867478783863,1,0.05667830474782742
94535,2339,147,425,678,534,326,165,42,22,0,0,3842,TOYOTA,0.228947,0.049632,0.278579,76.0,0.6087975013014055,0,0.0
94536,59180,3053,3208,5493,6723,12419,9772,4738,3660,5310,4804,74837,VOLVO,0.825478,0.0534,0.878878,26532.0,0.7907853067333004,1,0.06419284578483905
94538,55654,2590,3426,7074,7883,10889,8897,4143,3568,3463,3721,67474,VOLVO,0.851557,0.056638,0.908195,22399.0,0.8248214126922963,1,0.05514716779796663
94539,43573,2746,2261,2458,2392,8772,9610,4308,3141,4469,3416,54982,VOLVO,0.923508,0.054898,0.978406,26956.0,0.7924957258739224,1,0.062129424175184605
94541,52807,2454,4386,4793,5868,9814,9115,4633,3660,4562,3522,65928,VOLVO,0.803452,0.044314,0.847766,17285.0,0.8009798568134935,1,0.05342191481616309
94542,12645,1228,1883,1235,1279,1580,1818,824,852,1199,747,14699,VOLVO,0.781647,0.041071,0.822718,5131.0,0.8602626028981564,1,0.050819783658752296
94544,63279,3821,5728,8034,6707,11021,9828,5046,4146,5310,3638,79747,WORKHORSE,0.800188,0.042736,0.842924,20462.0,0.7934969340539456,1,0.045619270944361544
94545,27083,1140,2208,2725,2538,4522,4523,2449,2074,2703,2201,32724,VOLVO,0.860906,0.044506,0.905412,11607.0,0.827618872998411,1,0.0672595037281506
94546,36039,1784,1864,2558,2821,6882,6231,3479,3096,4284,3040,44378,WORKHORSE,0.871875,0.059399,0.931274,16777.0,0.8120915769074767,1,0.06850241110460138
94547,21108,939,1743,1488,1895,3529,3612,1976,2046,2696,1184,25616,VOLVO,0.867534,0.030008,0.897542,11296.0,0.8240162398500936,1,0.0462211118051218
94548,265,16,0,53,32,33,65,15,33,18,0,377,Unk,1.0,0.066474,1.0,138.0,0.7029177718832891,1,0.0
94549,23410,1251,1183,1363,1156,3196,4974,2589,1980,3503,2215,29795,VOLVO,0.896164,0.041274,0.937438,15231.0,0.7857022990434637,1,0.07434133243832858
94550,40189,1957,2141,2486,3492,6400,7646,4268,3208,4656,3935,50374,WORKHORSE,0.808211,0.048678,0.856889,17492.0,0.7978123635208639,1,0.0781156946043594
94551,36464,1897,2149,3121,3868,7297,7255,3580,2516,3120,1661,47227,WORKHORSE,0.69967,0.041798,0.741468,11902.0,0.7721007051051305,1,0.03517055921400893
94552,12106,665,494,576,690,1940,2497,1131,1398,1642,1073,14938,VOLVO,0.891132,0.037715,0.928847,7105.0,0.8104163877359754,1,0.07183023162404606
94553,41036,2549,2902,2833,3417,6659,7128,4093,3770,4672,3013,49784,WORKHORSE,0.820576,0.031489,0.852065,18396.0,0.8242808934597461,1,0.06052145267555841
94555,29202,1238,1653,2101,3221,7238,5049,2190,1830,3102,1580,38478,VOLVO,0.846122,0.048012,0.894134,15101.0,0.7589271791673163,1,0.041062425281979315
94556,13113,1033,1097,476,475,1755,2293,1201,1062,1867,1854,16428,VOLVO,0.861695,0.039882,0.901577,8415.0,0.7982103725346968,1,0.11285609934258582
94558,55684,3557,3863,3992,4335,8267,9294,5043,4358,7466,5509,68315,WORKHORSE,0.761458,0.072362,0.83382,23406.0,0.8151064919856547,1,0.08064114762497256
94559,22382,1306,1765,1907,2114,4091,3287,1843,1729,2642,1698,27593,VOLVO,0.760398,0.068458,0.828856,9007.0,0.8111477548653644,1,0.061537346428442
94560,38435,2421,2757,3890,4103,6789,6282,3466,2689,3216,2822,47171,WORKHORSE,0.850461,0.049426,0.899887,16980.0,0.8148014670030316,1,0.0598248924127112
94561,31622,3067,2919,2613,2547,5983,5787,2472,2276,2839,1119,42473,WORKHORSE,0.747556,0.033663,0.781219,9883.0,0.7445200480305135,1,0.026346149318390508
94563,15868,1112,554,517,578,2063,3485,1668,1453,2487,1951,19644,VOLVO,0.945174,0.047206,0.99238,11061.0,0.8077784565261658,1,0.09931785787008755
94564,16280,595,945,1484,1737,2169,2534,1606,1379,2266,1565,19260,VOLVO,0.84843,0.032479,0.880909,7749.0,0.8452751817237798,1,0.08125649013499481
94565,75307,4894,7864,7757,7230,14341,12697,5731,4888,6524,3381,97671,WORKHORSE,0.789797,0.037834,0.827631,24136.0,0.7710272240480798,1,0.03461621156740486
94566,36482,2536,1592,2258,1938,5776,8457,3858,2939,3869,3259,45893,VOLVO,0.855938,0.052345,0.908283,19158.0,0.7949360468916828,1,0.07101300851981784
94567,507,43,17,25,42,69,66,80,47,86,32,658,TOYOTA,0.595912,0.069182,0.665094,132.0,0.770516717325228,0,0.0486322188449848
94568,42252,1689,2177,3683,4959,10945,7885,2910,2929,3198,1877,55608,VOLVO,1.0,0.070477,1.0,24632.0,0.7598187311178247,1,0.03375413609552582
94571,9742,273,582,281,145,644,981,739,1320,2980,1797,10605,WORKHORSE,0.690263,0.093845,0.784108,3965.0,0.9186232909005186,1,0.16944837340876945
94572,8366,504,827,844,655,1514,1303,773,551,764,631,10384,VOLVO,0.709169,0.035817,0.744986,2907.0,0.8056625577812019,1,0.06076656394453005
94573,29,0,9,12,0,8,0,0,0,0,0,36,Unk,1.0,0.638889,1.0,110.0,0.8055555555555556,1,0.0
94574,7520,322,470,416,477,842,1187,724,647,1425,1010,8757,VOLVO,0.749191,0.092675,0.841866,3151.0,0.8587415781660386,1,0.11533630238666209
94575,1178,636,496,0,10,0,9,0,9,10,8,1178,OTHER/UNK,0.144312,0.019525,0.163837,56.0,1.0,0,0.006791171477079796
94576,105,0,0,0,0,2,28,0,10,41,24,105,TOYOTA,1.0,0.114286,1.0,57.0,1.0,1,0.22857142857142856
94577,39920,2156,3012,3036,3567,6462,7083,3665,3385,4183,3371,47682,VOLVO,0.848978,0.039432,0.88841,17276.0,0.8372132041441215,1,0.07069753785495575
94578,33230,1514,2385,4140,4162,5456,5701,2543,2401,2870,2058,41865,VOLVO,0.740244,0.0409,0.781144,10531.0,0.7937417890839603,1,0.0491580078824794
94579,18363,737,1172,1741,1523,2832,3262,1968,1817,1745,1566,21883,VOLVO,0.87179,0.034209,0.905999,8637.0,0.8391445414248503,1,0.07156240003655806
94580,24809,1687,1907,2205,2379,4595,3718,2091,2294,2430,1503,30488,VOLVO,0.802978,0.032976,0.835954,9951.0,0.8137299921280504,1,0.049298084492259246
94582,31221,2594,1648,1320,1646,8130,8905,2272,1286,2049,1371,42576,VOLVO,1.0,0.049811,1.0,20567.0,0.7333004509582863,1,0.03220124013528749
94583,27264,1943,1273,1519,1978,5493,5838,2561,1991,2811,1857,35231,VOLVO,0.991623,0.044154,1.0,16054.0,0.7738639266555023,1,0.05270926172972666
